poet_id,작가,책 제목,출판사,시리즈,번호,출판년도,등단년도,등단매체,등단매체_정규화,등단경로,등단장르,n_works_in_book
P0098,김혜순,달력 공장 공장장님 보세요,문학과지성사,문학과지성 시인선,243,2000,1979,문학과지성 가을호,문학과지성,매체 및 문학상,시,2
P0357,조인호,방독면,문학동네,문학동네 시인선,5,2011,2006,문학동네,문학동네,매체 및 문학상,시,6
P0152,박후기,이별의 재구성,창비,창비시선,306,2009,2001,문학동네,문학동네,매체 및 문학상,시,17
P0409,황유원,세상의 모든 최대화,민음사,민음의 시,219,2015,2013,문학동네 신인상,문학동네,신인상,시,1
P0394,한여진,두부를 구우면 겨울이 온다,문학동네,문학동네 시인선,201,2023,2019,문학동네 신인상,문학동네,신인상,시,12
P0364,진수미,밤의 분명한 사실들,민음사,민음의 시,181,2012,1997,문학동네 신인상,문학동네,신인상,시,2
P0364,진수미,고양이가 키보드를 밟고 지나간 뒤,문학동네,문학동네 시인선,226,2024,1997,문학동네 신인상,문학동네,신인상,시,7
P0362,주원익,있음으로,문학동네,문학동네 시인선,64,2014,2007,문학동네 신인상,문학동네,신인상,시,1
P0347,조동범,카니발,문학동네,문학동네 시인선,10,2011,2002,문학동네 신인상,문학동네,신인상,시,1
P0335,정영,평일의 고해,창비,창비시선,266,2006,2000,문학동네 신인상,문학동네,신인상,시,1
P0314,임유영,오믈렛,문학동네,문학동네 시인선,203,2023,2020,문학동네 신인상,문학동네,신인상,시,18
P0278,이영주,어떤 사랑도 기록하지 말기를,문학과지성사,문학과지성 시인선,532,2019,2000,문학동네 신인상,문학동네,신인상,시,35
P0278,이영주,차가운 사람들,문학과지성사,문학과지성 시인선,448,2014,2000,문학동네 신인상,문학동네,신인상,시,9
P0278,이영주,언니에게,민음사,민음의 시,165,2010,2000,문학동네 신인상,문학동네,신인상,시,12
P0262,이선욱,"탁, 탁, 탁",문학동네,문학동네 시인선,70,2015,2009,문학동네 신인상,문학동네,신인상,시,1
P0206,안현미,사랑은 어느날 수리된다,창비,창비시선,374,2014,2001,문학동네 신인상,문학동네,신인상,시,9
P0178,송승환,당신이 있다면 당신이 있기를,문학동네,문학동네 시인선,120,2019,2003,문학동네 신인상,문학동네,신인상,시,2
P0129,박세랑,뚱한 펭귄처럼 걸어가다 장대비 맞았어,문학동네,문학동네 시인선,165,2021,2018,문학동네 신인상,문학동네,신인상,시,4
P0092,김충규,라일락과 고래와 내 사람,문학동네,문학동네 시인선,37,2013,1998,문학동네 신인상,문학동네,신인상,시,1
P0032,김근,당신이 어두운 세수를 할 때,문학과지성사,문학과지성 시인선,452,2014,1998,문학동네 신인상,문학동네,신인상,시,16
P0032,김근,구름극장에서 만나요,창비,창비시선,293,2008,1998,문학동네 신인상,문학동네,신인상,시,19
P0032,김근,에게서 에게로,문학동네,문학동네 시인선,225,2024,1998,문학동네 신인상,문학동네,신인상,시,8
P0018,구현우,나의 9월은 너의 3월,문학동네,문학동네 시인선,134,2020,2014,문학동네 신인상,문학동네,신인상,시,8
P0002,강성은,Lo-fi,문학과지성사,문학과지성 시인선,511,2018,2005,문학동네 신인상,문학동네,신인상,시,17
P0002,강성은,단지 조금 이상한,문학과지성사,문학과지성 시인선,430,2013,2005,문학동네 신인상,문학동네,신인상,시,10
P0002,강성은,구두를 신고 잠이 들었다,창비,창비시선,303,2009,2005,문학동네 신인상,문학동네,신인상,시,17
P0341,정채원,제 눈으로 제 등을 볼 순 없지만,문학동네,문학동네 시인선,126,2019,1996,문학사상,문학사상,매체 및 문학상,시,1
P0341,정채원,슬픈 갈릴레이의 마을,민음사,민음의 시,147,2008,1996,문학사상,문학사상,매체 및 문학상,시,11
P0213,여태천,감히 슬프지 않을 수 있겠습니까?,민음사,민음의 시,277,2020,2000,문학사상,문학사상,매체 및 문학상,시,1
P0139,박정대,그녀에서 영원까지,문학동네,문학동네 시인선,85,2016,1990,문학사상,문학사상,매체 및 문학상,시,4
P0139,박정대,삶이라는 직업,문학과지성사,문학과지성 시인선,392,2011,1990,문학사상,문학사상,매체 및 문학상,시,3
P0139,박정대,내 청춘의 격렬비열도엔 아직도 음악 같은 눈이 내리지,민음사,민음의 시,104,2001,1990,문학사상,문학사상,매체 및 문학상,시,5
P0117,문혜진,혜성의 냄새,민음사,민음의 시,230,2017,1998,문학사상,문학사상,매체 및 문학상,시,9
P0117,문혜진,검은 표범 여인,민음사,민음의 시,144,2007,1998,문학사상,문학사상,매체 및 문학상,시,7
P0117,문혜진,질 나쁜 연애,민음사,민음의 시,118,2004,1998,문학사상,문학사상,매체 및 문학상,시,12
P0091,김참,그녀는 내 그림 속에서 그녀의 그림을 그려요,문학동네,문학동네 시인선,133,2020,1995,문학사상,문학사상,매체 및 문학상,시,50
P0088,김중식,울지도 못했다,문학과지성사,문학과지성 시인선,513,2020,1990,문학사상,문학사상,매체 및 문학상,시,4
P0067,김연숙,눈부신 꽝,문학동네,문학동네 시인선,75,2015,2002,문학사상,문학사상,매체 및 문학상,시,9
P0021,권박,아름답습니까,문학과지성사,문학과지성 시인선,561,2021,2012,문학사상,문학사상,매체 및 문학상,시,6
P0021,권박,이해할 차례이다,민음사,민음의 시,266,2019,2012,문학사상,문학사상,매체 및 문학상,시,2
P0003,강신애,어떤 사람이 물가에 집을 지을까,문학동네,문학동네 시인선,150,2020,1996,문학사상,문학사상,매체 및 문학상,시,1
P0003,강신애,서랍이 있는 두 겹의 방,창비,창비시선,217,2002,1996,문학사상,문학사상,매체 및 문학상,시,3
P0377,최백규,네가 울어서 꽃은 진다,창비,창비시선,469,2022,2014,문학사상 신인문학상,문학사상,신인상,시,7
P0173,손미,사람을 사랑해도 될까,민음사,민음의 시,256,2019,2009,문학사상 신인문학상,문학사상,신인상,시,1
P0173,손미,양파 공동체,민음사,민음의 시,200,2013,2009,문학사상 신인문학상,문학사상,신인상,시,1
P0330,정끝별,봄이고 첨이고 덤입니다,문학동네,문학동네 시인선,123,2019,1988,문학사상 신인발굴,문학사상,신인상,시,1
P0330,정끝별,와락,창비,창비시선,295,2008,1988,문학사상 신인발굴,문학사상,신인상,시,1
P0330,정끝별,흰 책,민음사,민음의 시,96,2000,1988,문학사상 신인발굴,문학사상,신인상,시,5
P0295,이종민,오늘에게 이름을 붙여주고 싶어,창비,창비시선,465,2021,2015,문학사상 신인상,문학사상,신인상,시,8
P0119,박강,박카스 만세,민음사,민음의 시,194,2013,2007,문학사상 신인상,문학사상,신인상,시,15
P0093,김학중,창세,문학동네,문학동네 시인선,93,2017,2009,문학사상 신인상,문학사상,신인상,시,1
P0011,고영민,햇빛 두개 더,문학동네,문학동네 시인선,222,2024,2002,문학사상 신인상,문학사상,신인상,시,1
P0011,고영민,봄의 정치,창비,창비시선,435,2019,2002,문학사상 신인상,문학사상,신인상,시,1
P0011,고영민,구구,문학동네,문학동네 시인선,73,2015,2002,문학사상 신인상,문학사상,신인상,시,9
P0011,고영민,사슴공원에서,창비,창비시선,354,2012,2002,문학사상 신인상,문학사상,신인상,시,3
P0011,고영민,공손한 손,창비,창비시선,297,2009,2002,문학사상 신인상,문학사상,신인상,시,5
P0131,박소란,심장에 가까운 말,창비,창비시선,386,2015,2009,문학수첩,문학수첩,매체 및 문학상,시,2
P0256,이병일,아흔아홉개의 빛을 가진,창비,창비시선,399,2016,2007,문학수첩 신인상,문학수첩 신인상,신인상,시,1
P0256,이병일,옆구리의 발견,창비,창비시선,350,2012,2007,문학수첩 신인상,문학수첩 신인상,신인상,시,3
P0182,신경림,뿔,창비,창비시선,218,2002,1956,문학예술,문학예술,매체 및 문학상,시,2
P0233,윤성학,쌍칼이라 불러다오,문학동네,문학동네 시인선,40,2013,2002,문화일보 신춘문예,문화일보 신춘문예,신춘문예,시,2
P0106,류근,어떻게든 이별,문학과지성사,문학과지성 시인선,489,2016,1992,문화일보 신춘문예,문화일보 신춘문예,신춘문예,시,2
P0106,류근,상처적 체질,문학과지성사,문학과지성 시인선,375,2010,1992,문화일보 신춘문예,문화일보 신춘문예,신춘문예,시,4
P0381,최영숙,모든 여자의 이름은,창비,창비시선,269,2006,1991,민족과 문학,민족과 문학,매체 및 문학상,시,3
P0121,박규리,이 환장할 봄날에,창비,창비시선,232,2004,1995,민족예술,민족예술,매체 및 문학상,시,6
P0337,정우영,순한 먼지들의 책방,창비,창비시선,498,2024,1989,민중시,민중시,매체 및 문학상,시,4
P0337,정우영,집이 떠나갔다,창비,창비시선,257,2005,1989,민중시,민중시,매체 및 문학상,시,13
P0008,강형철,도선장 불빛 아래 서 있다,창비,창비시선,220,2002,1985,민중시2,민중시,매체 및 문학상,시,4
P0264,이설야,내 얼굴이 도착하지 않았다,창비,창비시선,477,2022,2011,백마라사,백마라사,매체 및 문학상,시,1
P0154,배시은,소공포,민음사,민음의 시,304,2022,2017,베개,베개,매체 및 문학상,시,2
P0348,조말선,이해할 수 없는 점이 마음에 듭니다,문학동네,문학동네 시인선,172,2022,1998,부산일보 신춘문예/현대시학,부산일보 신춘문예,신춘문예,시,34
P0348,조말선,재스민 향기는 어두운 두 개의 콧구멍을 지나서 탄생했다,문학동네,문학동네 시인선,27,2012,1998,부산일보 신춘문예/현대시학,부산일보 신춘문예,신춘문예,시,16
P0348,조말선,둥근 발작,창비,창비시선,267,2006,1998,부산일보 신춘문예/현대시학,부산일보 신춘문예,신춘문예,시,46
P0104,도종환,세시에서 다섯시 사이,창비,창비시선,333,2011,1984,분단시대 동인지,분단시대 동인지,비공식,시,3
P0333,정병근,번개를 치다,문학과지성사,문학과지성 시인선,296,2005,1988,불교문학,불교문학,매체 및 문학상,시,2
P0071,김영태,그늘 반근,문학과지성사,문학과지성 시인선,242,2000,1959,사상계,사상계,매체 및 문학상,시,3
P0383,최재원,백합의 지옥,민음사,민음의 시,325,2024,2019,사이펀,사이펀,매체 및 문학상,시,4
P0112,문동만,그네,창비,창비시선,302,2009,1994,삶 사회 그리고 문학,삶 사회 그리고 문학,매체 및 문학상,시,4
P0225,유진목,작가의 탄생,민음사,민음의 시,275,2020,2016,삼인,삼인,매체 및 문학상,시,2
P0399,함명춘,무명시인,문학동네,문학동네 시인선,74,2015,1991,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,1
P0336,정영효,날씨가 되기 전까지 안개는 자유로웠고,문학동네,문학동네 시인선,196,2023,2009,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,8
P0336,정영효,계속 열리는 믿음,문학동네,문학동네 시인선,66,2015,2009,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,3
P0218,유강희,고백이 참 희망적이네,문학동네,문학동네 시인선,113,2018,1987,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,1
P0211,여성민,에로틱한 찰리,문학동네,문학동네 시인선,68,2015,2012,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,13
P0138,박은지,여름 상설 공연,민음사,민음의 시,288,2021,2018,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,1
P0130,박세미,내가 나일 확률,문학동네,문학동네 시인선,121,2019,2014,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,1
P0109,류휘석,우리 그때 말했던 거 있잖아,문학동네,문학동네 시인선,206,2023,2019,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,1
P0086,김준현,자막과 입을 맞추는 영혼,민음사,민음의 시,302,2022,2013,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,3
P0086,김준현,흰 글씨로 쓰는 것,민음사,민음의 시,232,2017,2013,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,1
P0040,김미령,우리가 동시에 여기 있다는 소문,민음사,민음의 시,281,2021,2005,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,2
P0040,김미령,파도의 새로운 양상,민음사,민음의 시,231,2017,2005,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,2
P0039,김명수,아기는 성이 없고,창비,창비시선,197,2000,1977,서울신문 신춘문예,서울신문 신춘문예,신춘문예,시,1
P0373,최규승,처럼처럼,문학과지성사,문학과지성 시인선,420,2013,2000,서정시학 신인상,서정시학 신인상,신인상,시,6
P0386,최종천,나의 밥그릇이 빛난다,창비,창비시선,273,2007,1986,세계의문학,세계의문학,매체 및 문학상,시,3
P0355,조은,생의 빛살,문학과지성사,문학과지성 시인선,374,2010,1988,세계의문학,세계의문학,매체 및 문학상,시,2
P0355,조은,따듯한 흙,문학과지성사,문학과지성 시인선,280,2003,1988,세계의문학,세계의문학,매체 및 문학상,시,5
P0324,장옥관,사람이 없었다고 한다,문학동네,문학동네 시인선,185,2022,1987,세계의문학,세계의문학,매체 및 문학상,시,6
P0324,장옥관,그 겨울 나는 북벽에서 살았다,문학동네,문학동네 시인선,36,2013,1987,세계의문학,세계의문학,매체 및 문학상,시,8
P0283,이원,사랑은 탄생하라,문학과지성사,문학과지성 시인선,501,2017,1992,세계의문학,세계의문학,매체 및 문학상,시,2
P0283,이원,불가능한 종이의 역사,문학과지성사,문학과지성 시인선,418,2012,1992,세계의문학,세계의문학,매체 및 문학상,시,6
P0283,이원,세상에서 가장 가벼운 오토바이,문학과지성사,문학과지성 시인선,334,2007,1992,세계의문학,세계의문학,매체 및 문학상,시,20
P0283,이원,야후!의 강물에 천 개의 달이 뜬다,문학과지성사,문학과지성 시인선,255,2001,1992,세계의문학,세계의문학,매체 및 문학상,시,1
P0240,윤희상,"이미, 서로 알고 있었던 것처럼",문학동네,문학동네 시인선,57,2014,1989,세계의문학,세계의문학,매체 및 문학상,시,4
P0204,안정옥,그러나 돌아서면 그만이다,문학동네,문학동네 시인선,99,2017,1990,세계의문학,세계의문학,매체 및 문학상,시,13
P0179,송재학,"아침이 부탁했다, 결혼식을",문학동네,문학동네 시인선,169,2022,1986,세계의문학,세계의문학,매체 및 문학상,시,24
P0179,송재학,슬프다 풀 끗혜 이슬,문학과지성사,문학과지성 시인선,525,2019,1986,세계의문학,세계의문학,매체 및 문학상,시,23
P0179,송재학,검은색,문학과지성사,문학과지성 시인선,473,2015,1986,세계의문학,세계의문학,매체 및 문학상,시,34
P0179,송재학,내간체를 얻다,문학동네,문학동네 시인선,3,2011,1986,세계의문학,세계의문학,매체 및 문학상,시,20
P0163,서동욱,곡면의 힘,민음사,민음의 시,223,2016,1995,세계의문학,세계의문학,매체 및 문학상,시,2
P0163,서동욱,우주전쟁 중에 첫사랑,민음사,민음의 시,157,2009,1995,세계의문학,세계의문학,매체 및 문학상,시,8
P0075,김윤배,혹독한 기다림 위에 있다,문학과지성사,문학과지성 시인선,331,2007,1986,세계의문학,세계의문학,매체 및 문학상,시,4
P0075,김윤배,부론에서 길을 잃다,문학과지성사,문학과지성 시인선,258,2001,1986,세계의문학,세계의문학,매체 및 문학상,시,1
P0050,김상혁,우리 둘에게 큰일은 일어나지 않는다,문학동네,문학동네 시인선,192,2023,2009,세계의문학,세계의문학,매체 및 문학상,시,9
P0050,김상혁,다만 이야기가 남았네,문학동네,문학동네 시인선,86,2016,2009,세계의문학,세계의문학,매체 및 문학상,시,11
P0050,김상혁,이 집에서 슬픔은 안 된다,민음사,민음의 시,192,2013,2009,세계의문학,세계의문학,매체 및 문학상,시,11
P0012,고진하,명랑의 둘레,문학동네,문학동네 시인선,76,2015,1987,세계의문학,세계의문학,매체 및 문학상,시,1
P0012,고진하,얼음수도원,민음사,민음의 시,100,2001,1987,세계의문학,세계의문학,매체 및 문학상,시,2
P0007,강지혜,이건 우리만의 비밀이지?,민음사,민음의 시,297,2022,2013,세계의문학,세계의문학,매체 및 문학상,시,2
P0169,성기완,빛과 이름,문학과지성사,문학과지성 시인선,592,2023,1994,세계의문학 가을호,세계의문학,매체 및 문학상,시,3
P0169,성기완,ㄹ,민음사,민음의 시,186,2012,1994,세계의문학 가을호,세계의문학,매체 및 문학상,시,2
P0169,성기완,당신의 텍스트,문학과지성사,문학과지성 시인선,349,2008,1994,세계의문학 가을호,세계의문학,매체 및 문학상,시,4
P0169,성기완,유리 이야기,문학과지성사,문학과지성 시인선,277,2003,1994,세계의문학 가을호,세계의문학,매체 및 문학상,시,37
P0388,최지인,나는 벽에 붙어 잤다,민음사,민음의 시,238,2017,2013,세계의문학 신인상,세계의문학,신인상,시,2
P0315,임정민,좋아하는 것들을 죽여 가면서,민음사,민음의 시,289,2021,2015,세계의문학 신인상,세계의문학,신인상,시,10
P0200,심지아,신발의 눈을 꼭 털어주세요,문학과지성사,문학과지성 시인선,584,2023,2010,세계의문학 신인상,세계의문학,신인상,시,2
P0200,심지아,로라와 로라,민음사,민음의 시,249,2018,2010,세계의문학 신인상,세계의문학,신인상,시,3
P0176,송기영,써칭 포 캔디맨,민음사,민음의 시,282,2021,2008,세계의문학 신인상,세계의문학,신인상,시,19
P0176,송기영,.zip,민음사,민음의 시,198,2013,2008,세계의문학 신인상,세계의문학,신인상,시,13
P0170,성동혁,6,민음사,민음의 시,204,2014,2011,세계의문학 신인상,세계의문학,신인상,시,5
P0090,김지녀,방금 기이한 새소리를 들었다,민음사,민음의 시,276,2020,2007,세계의문학 신인상,세계의문학,신인상,시,2
P0090,김지녀,양들의 사회학,문학과지성사,문학과지성 시인선,449,2014,2007,세계의문학 신인상,세계의문학,신인상,시,2
P0090,김지녀,시소의 감정,민음사,민음의 시,158,2009,2007,세계의문학 신인상,세계의문학,신인상,시,2
P0277,이영재,나는 되어가는 기분이다,창비,창비시선,439,2020,2014,세계일보 신춘문예,세계일보 신춘문예,신춘문예,시,2
P0239,윤진화,우리의 야생 소녀,문학동네,문학동네 시인선,12,2011,2005,세계일보 신춘문예,세계일보 신춘문예,신춘문예,시,8
P0194,신해욱,무족영원,문학과지성사,문학과지성 시인선,535,2019,1998,세계일보 신춘문예,세계일보 신춘문예,신춘문예,시,3
P0161,변혜지,멸망한 세계에서 살아남는 법,문학과지성사,문학과지성 시인선,593,2024,2021,세계일보 신춘문예,세계일보 신춘문예,신춘문예,시,5
P0161,변혜지,멸망한 세계에서 살아남는 법,문학과지성사,문학과지성 시인선,593,2023,2021,세계일보 신춘문예,세계일보 신춘문예,신춘문예,시,5
P0001,강보원,완벽한 개업 축하 시,민음사,민음의 시,284,2021,2016,세계일보 신춘문예,세계일보 신춘문예,신춘문예,평론,5
P0329,전동균,한밤의 이마에 얹히는 손,문학동네,문학동네 시인선,218,2024,1986,소설문학사 신인상,소설문학사 신인상,신인상,시,3
P0329,전동균,당신이 없는 곳에서 당신과 함께,창비,창비시선,432,2019,1986,소설문학사 신인상,소설문학사 신인상,신인상,시,1
P0329,전동균,우리처럼 낯선,창비,창비시선,375,2014,1986,소설문학사 신인상,소설문학사 신인상,신인상,시,3
P0308,이희중,나는 나를 간질일 수 없다,문학동네,문학동네 시인선,98,2017,1987,시 발표 시작,시 발표 시작,비공식,시,5
P0101,남길순,한밤의 트램펄린,창비,창비시선,497,2024,2012,시로여는세상,시로여는세상,매체 및 문학상,시,8
P0019,권기만,발 달린 벌,문학동네,문학동네 시인선,72,2015,2012,시산맥,시산맥,매체 및 문학상,시,10
P0257,이병초,까치독사,창비,창비시선,397,2016,1998,시안 신인상,시안 신인상,신인상,시,4
P0120,박경희,그늘을 걷어내던 사람,창비,창비시선,436,2019,2001,시안 신인상,시안 신인상,신인상,시,17
P0120,박경희,미나리아재비,창비,창비시선,506,2024,2001,시안 신인상,시안 신인상,신인상,시,4
P0110,리산,"메르시, 이대로 계속 머물러주세요",창비,창비시선,416,2017,2006,시안 신인상,시안 신인상,신인상,시,1
P0110,리산,쓸모없는 노력의 박물관,문학동네,문학동네 시인선,43,2013,2006,시안 신인상,시안 신인상,신인상,시,5
P0047,김사인,어린 당나귀 곁에서,창비,창비시선,382,2015,1981,시와 경제 동인,시와 경제 동인,비공식,시,1
P0047,김사인,가만히 좋아하는,창비,창비시선,262,2006,1981,시와 경제 동인,시와 경제 동인,비공식,시,1
P0144,박지혜,햇빛,문학과지성사,문학과지성 시인선,461,2014,2010,시와 반시,시와반시,매체 및 문학상,시,20
P0105,류경무,양이나 말처럼,문학동네,문학동네 시인선,79,2015,1999,시와 반시,시와반시,매체 및 문학상,시,4
P0051,김석영,돌을 쥐려는 사람에게,민음사,민음의 시,306,2022,2015,시와 반시,시와반시,매체 및 문학상,시,5
P0044,김박은경,못 속에는 못 속이는 이야기,문학동네,문학동네 시인선,148,2020,2002,시와 반시,시와반시,매체 및 문학상,시,41
P0350,조민,구멍만 남은 도넛,민음사,민음의 시,236,2017,2004,시와 사상,시와사상,매체 및 문학상,시,8
P0350,조민,조용한 회화 가족 No.1,민음사,민음의 시,167,2010,2004,시와 사상,시와사상,매체 및 문학상,시,12
P0185,신동옥,밤이 계속될 거야,민음사,민음의 시,261,2019,2001,시와반시,시와반시,매체 및 문학상,시,4
P0185,신동옥,웃고 춤추고 여름하라,문학동네,문학동네 시인선,29,2012,2001,시와반시,시와반시,매체 및 문학상,시,2
P0027,김개미,작은 신,문학동네,문학동네 시인선,190,2023,2005,시와반시,시와반시,매체 및 문학상,시,10
P0027,김개미,자면서도 다 듣는 애인아,문학동네,문학동네 시인선,91,2017,2005,시와반시,시와반시,매체 및 문학상,시,4
P0229,유홍준,저녁의 슬하,창비,창비시선,330,2011,1998,시와반시 신인상,시와반시,신인상,시,4
P0229,유홍준,"나는, 웃는다",창비,창비시선,268,2006,1998,시와반시 신인상,시와반시,신인상,시,15
P0273,이승희,작약은 물속에서 더 환한데,문학동네,문학동네 시인선,217,2024,1997,시와사람,시와사람,매체 및 문학상,시,13
P0273,이승희,거짓말처럼 맨드라미가,문학동네,문학동네 시인선,30,2012,1997,시와사람,시와사람,매체 및 문학상,시,20
P0273,이승희,저녁을 굶은 달을 본 적이 있다,창비,창비시선,258,2006,1997,시와사람,시와사람,매체 및 문학상,시,3
P0142,박지웅,나비가면,문학동네,문학동네 시인선,157,2021,2004,시와사상 신인상,시와사상,신인상,시,7
P0142,박지웅,구름과 집 사이를 걸었다,문학동네,문학동네 시인선,33,2012,2004,시와사상 신인상,시와사상,신인상,시,2
P0064,김언,백지에게,민음사,민음의 시,285,2021,1998,시와사상 신인상,시와사상,신인상,시,32
P0064,김언,한 문장,문학과지성사,문학과지성 시인선,504,2018,1998,시와사상 신인상,시와사상,신인상,시,33
P0064,김언,너의 알다가도 모를 마음,문학동네,문학동네 시인선,102,2018,1998,시와사상 신인상,시와사상,신인상,시,29
P0064,김언,모두가 움직인다,문학과지성사,문학과지성 시인선,431,2013,1998,시와사상 신인상,시와사상,신인상,시,5
P0064,김언,소설을 쓰자,민음사,민음의 시,155,2009,1998,시와사상 신인상,시와사상,신인상,시,3
P0162,서대경,백치는 대기를 느낀다,문학동네,문학동네 시인선,24,2012,2004,시와세계,시와세계,매체 및 문학상,시,6
P0078,김이강,트램을 타고,문학과지성사,문학과지성 시인선,596,2024,2006,시와세계,시와세계,매체 및 문학상,시,2
P0078,김이강,타이피스트,민음사,민음의 시,250,2018,2006,시와세계,시와세계,매체 및 문학상,시,1
P0078,김이강,당신 집에서 잘 수 있나요?,문학동네,문학동네 시인선,26,2012,2006,시와세계,시와세계,매체 및 문학상,시,1
P0107,류인서,놀이터,문학과지성사,문학과지성 시인선,521,2019,2001,시와시학,시와시학,매체 및 문학상,시,1
P0107,류인서,그는 늘 왼쪽에 앉는다,창비,창비시선,243,2005,2001,시와시학,시와시학,매체 및 문학상,시,2
P0344,정한용,거짓말의 탄생,문학동네,문학동네 시인선,78,2015,1985,시운동,시운동,매체 및 문학상,시,10
P0344,정한용,유령들,민음사,민음의 시,176,2011,1985,시운동,시운동,매체 및 문학상,시,1
P0122,박남준,적막,창비,창비시선,256,2005,1984,시인 (지),시인 (지),매체 및 문학상,시,1
