poet_id,작가,책 제목,출판사,시리즈,번호,출판년도,등단년도,등단매체,등단매체_정규화,등단경로,등단장르,n_works_in_book
P0053,김선우,나의 무한한 혁명에게,창비,창비시선,344,2012,1996,창작과비평 겨울호,창작과비평,매체 및 문학상,시,1
P0053,김선우,내 몸속에 잠든 이 누구신가,문학과지성사,문학과지성 시인선,335,2007,1996,창작과비평 겨울호,창작과비평,매체 및 문학상,시,5
P0053,김선우,도화 아래 잠들다,창비,창비시선,229,2003,1996,창작과비평 겨울호,창작과비평,매체 및 문학상,시,4
P0057,김성대,사막 식당,창비,창비시선,356,2013,2005,창작과비평 신인상,창작과비평,신인상,시,1
P0057,김성대,귀 없는 토끼에 관한 소수 의견,민음사,민음의 시,170,2010,2005,창작과비평 신인상,창작과비평,신인상,시,2
P0376,최민,어느날 꿈에,창비,창비시선,244,2005,1969,창작과비평 여름호,창작과비평,매체 및 문학상,시,1
P0297,이지아,이렇게나 뽀송해,문학과지성사,문학과지성 시인선,570,2022,2015,쿨투라 신인상,쿨투라 신인상,신인상,시,11
P0297,이지아,오트 쿠튀르,문학과지성사,문학과지성 시인선,539,2020,2015,쿨투라 신인상,쿨투라 신인상,신인상,시,6
P0190,신영배,물안경 달밤,문학과지성사,문학과지성 시인선,549,2020,2001,포에지,포에지,매체 및 문학상,시,1
P0190,신영배,그 숲에서 당신을 만날까,문학과지성사,문학과지성 시인선,497,2017,2001,포에지,포에지,매체 및 문학상,시,9
P0190,신영배,물속의 피아노,문학과지성사,문학과지성 시인선,433,2013,2001,포에지,포에지,매체 및 문학상,시,9
P0190,신영배,오후 여섯 시에 나는 가장 길어진다,문학과지성사,문학과지성 시인선,364,2009,2001,포에지,포에지,매체 및 문학상,시,5
P0079,김이듬,투명한 것과 없는 것,문학동네,문학동네 시인선,204,2023,2001,포에지 가을호,포에지,매체 및 문학상,시,4
P0079,김이듬,표류하는 흑발,민음사,민음의 시,239,2017,2001,포에지 가을호,포에지,매체 및 문학상,시,3
P0079,김이듬,히스테리아,문학과지성사,문학과지성 시인선,454,2014,2001,포에지 가을호,포에지,매체 및 문학상,시,4
P0079,김이듬,말할 수 없는 애인,문학과지성사,문학과지성 시인선,391,2011,2001,포에지 가을호,포에지,매체 및 문학상,시,1
P0079,김이듬,명랑하라 팜 파탈,문학과지성사,문학과지성 시인선,340,2007,2001,포에지 가을호,포에지,매체 및 문학상,시,5
P0022,권선희,푸른 바다 검게 울던 물의 말,창비,창비시선,505,2024,1998,포항문학,포항문학,매체 및 문학상,시,5
P0360,주민현,"킬트, 그리고 퀼트",문학동네,문학동네 시인선,131,2020,2017,한국경제 신춘문예,한국경제 신춘문예,신춘문예,시,1
P0260,이서하,조금 진전 있음,민음사,민음의 시,315,2023,2016,한국경제 신춘문예,한국경제 신춘문예,신춘문예,시,3
P0260,이서하,진짜 같은 마음,민음사,민음의 시,270,2020,2016,한국경제 신춘문예,한국경제 신춘문예,신춘문예,시,8
P0172,성윤석,2170년 12월 23일,문학과지성사,문학과지성 시인선,530,2019,1990,한국문학 신인상,한국문학 신인상,신인상,시,9
P0172,성윤석,멍게,문학과지성사,문학과지성 시인선,447,2014,1990,한국문학 신인상,한국문학 신인상,신인상,시,4
P0172,성윤석,공중 묘지,민음사,민음의 시,140,2007,1990,한국문학 신인상,한국문학 신인상,신인상,시,5
P0059,김수복,외박,창비,창비시선,355,2012,1975,한국문학 신인상,한국문학 신인상,신인상,시,1
P0382,최영철,찔러본다,문학과지성사,문학과지성 시인선,380,2010,1986,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,9
P0382,최영철,호루라기,문학과지성사,문학과지성 시인선,324,2006,1986,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,5
P0382,최영철,그림자 호수,창비,창비시선,225,2003,1986,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,3
P0382,최영철,일광욕하는 가구,문학과지성사,문학과지성 시인선,240,2000,1986,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,4
P0351,조연호,유고,문학동네,문학동네 시인선,136,2020,1994,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,6
P0338,정일근,기다린다는 것에 대하여,문학과지성사,문학과지성 시인선,358,2009,1985,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0293,이정훈,"쏘가리, 호랑이",창비,창비시선,441,2020,2013,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,6
P0286,이윤학,짙은 백야,문학과지성사,문학과지성 시인선,487,2016,1990,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,6
P0286,이윤학,나를 울렸다,문학과지성사,문학과지성 시인선,405,2011,1990,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0284,이원하,제주에서 혼자 살고 술은 약해요,문학동네,문학동네 시인선,135,2020,2018,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0279,이용임,안개주의보,문학과지성사,문학과지성 시인선,415,2012,2007,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,2
P0255,이병률,찬란,문학과지성사,문학과지성 시인선,373,2010,1995,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0238,윤지양,기대 없는 토요일,민음사,민음의 시,327,2024,2017,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,2
P0237,윤종욱,우리의 초능력은 우는 일이 전부라고 생각해,민음사,민음의 시,274,2020,2015,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,2
P0192,신이인,검은 머리 짐승 사전,민음사,민음의 시,309,2023,2021,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0175,손택수,어떤 슬픔은 함께할 수 없다,문학동네,문학동네 시인선,180,2022,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,4
P0175,손택수,붉은빛이 여전합니까,창비,창비시선,440,2020,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,3
P0175,손택수,떠도는 먼지들이 빛난다,창비,창비시선,379,2014,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,2
P0175,손택수,목련 전차,창비,창비시선,264,2006,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,10
P0175,손택수,호랑이 발자국,창비,창비시선,222,2003,1998,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,7
P0151,박형준,줄무늬를 슬퍼하는 기린처럼,창비,창비시선,445,2020,1991,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0151,박형준,생각 날 때마다 울었다,문학과지성사,문학과지성 시인선,394,2011,1991,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,5
P0151,박형준,춤,창비,창비시선,247,2005,1991,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0151,박형준,물속까지 잎사귀가 피어 있다,창비,창비시선,216,2002,1991,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0045,김복희,희망은 사랑을 한다,문학동네,문학동네 시인선,144,2020,2015,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0036,김두안,달의 아가미,민음사,민음의 시,156,2009,2006,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,9
P0033,김기택,낫이라는 칼,문학과지성사,문학과지성 시인선,573,2023,1989,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,4
P0033,김기택,갈라진다 갈라진다,문학과지성사,문학과지성 시인선,417,2012,1989,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,1
P0026,길상호,우리의 죄는 야옹,문학동네,문학동네 시인선,87,2016,2001,한국일보 신춘문예,한국일보 신춘문예,신춘문예,시,14
P0353,조용미,나의 다른 이름들,민음사,민음의 시,224,2016,1990,한길문학,한길문학,매체 및 문학상,시,1
P0353,조용미,일만 마리 물고기가 산을 날아오르다,창비,창비시선,198,2000,1990,한길문학,한길문학,매체 및 문학상,시,1
P0408,황성희,눈물은 그러다가 흐른다,문학동네,문학동네 시인선,153,2021,2005,현대문학,현대문학,매체 및 문학상,시,2
P0408,황성희,4를 지키려는 노력,민음사,민음의 시,197,2013,2005,현대문학,현대문학,매체 및 문학상,시,25
P0408,황성희,앨리스네 집,민음사,민음의 시,150,2008,2005,현대문학,현대문학,매체 및 문학상,시,8
P0375,최문자,해바라기밭의 리토르넬로,민음사,민음의 시,295,2022,1982,현대문학,현대문학,매체 및 문학상,시,3
P0375,최문자,우리가 훔친 것들이 만발한다,민음사,민음의 시,255,2019,1982,현대문학,현대문학,매체 및 문학상,시,2
P0375,최문자,파의 목소리,문학동네,문학동네 시인선,71,2015,1982,현대문학,현대문학,매체 및 문학상,시,1
P0375,최문자,사과 사이사이 새,민음사,민음의 시,182,2012,1982,현대문학,현대문학,매체 및 문학상,시,1
P0372,천양희,나는 가끔 우두커니가 된다,창비,창비시선,326,2011,1965,현대문학,현대문학,매체 및 문학상,시,6
P0372,천양희,몇차례 바람 속에서도 우리는 무사하였다,창비,창비시선,510,2024,1965,현대문학,현대문학,매체 및 문학상,시,3
P0325,장이지,편지의 시대,창비,창비시선,495,2023,2000,현대문학,현대문학,매체 및 문학상,시,45
P0325,장이지,레몬옐로,문학동네,문학동네 시인선,106,2018,2000,현대문학,현대문학,매체 및 문학상,시,5
P0325,장이지,연꽃의 입술,문학동네,문학동네 시인선,11,2011,2000,현대문학,현대문학,매체 및 문학상,시,2
P0272,이승훈,인생,민음사,민음의 시,109,2002,1962,현대문학,현대문학,매체 및 문학상,시,6
P0247,이기철,영원 아래서 잠시,민음사,민음의 시,291,2021,1972,현대문학,현대문학,매체 및 문학상,시,4
P0247,이기철,흰 꽃 만지는 시간,민음사,민음의 시,234,2017,1972,현대문학,현대문학,매체 및 문학상,시,4
P0247,이기철,"나무, 나의 모국어",민음사,민음의 시,180,2012,1972,현대문학,현대문학,매체 및 문학상,시,1
P0247,이기철,가장 따뜻한 책,민음사,민음의 시,124,2005,1972,현대문학,현대문학,매체 및 문학상,시,1
P0247,이기철,내가 만난 사람은 모두 아름다웠다,민음사,민음의 시,98,2000,1972,현대문학,현대문학,매체 및 문학상,시,1
P0243,이근화,뜨거운 입김으로 구성된 미래,창비,창비시선,463,2021,2004,현대문학,현대문학,매체 및 문학상,시,5
P0243,이근화,내가 무엇을 쓴다 해도,창비,창비시선,402,2016,2004,현대문학,현대문학,매체 및 문학상,시,5
P0227,유형진,가벼운 마음의 소유자들,민음사,민음의 시,173,2011,2001,현대문학,현대문학,매체 및 문학상,시,12
P0221,유안진,봄비 한 주머니,창비,창비시선,195,2000,1965,현대문학,현대문학,매체 및 문학상,시,1
P0216,오정국,재의 얼굴로 지나가다,민음사,민음의 시,286,2021,1988,현대문학,현대문학,매체 및 문학상,시,1
P0216,오정국,파묻힌 얼굴,민음사,민음의 시,177,2011,1988,현대문학,현대문학,매체 및 문학상,시,1
P0214,오규원,새와 나무와 새똥 그리고 돌멩이,문학과지성사,문학과지성 시인선,301,2005,1968,현대문학,현대문학,매체 및 문학상,시,8
P0208,양안다,백야의 소문으로 영원히,민음사,민음의 시,252,2018,2014,현대문학,현대문학,매체 및 문학상,시,2
P0136,박은율,절반의 침묵,민음사,민음의 시,199,2013,1988,현대문학,현대문학,매체 및 문학상,시,2
P0094,김행숙,에코의 초상,문학과지성사,문학과지성 시인선,455,2014,1999,현대문학,현대문학,매체 및 문학상,시,2
P0054,김선재,목성에서의 하루,문학과지성사,문학과지성 시인선,515,2018,2007,현대문학,현대문학,매체 및 문학상,시,4
P0038,김명리,바람 불고 고요한,문학동네,문학동네 시인선,179,2022,1983,현대문학,현대문학,매체 및 문학상,시,1
P0038,김명리,불멸의 샘이 여기 있다,문학과지성사,문학과지성 시인선,265,2002,1983,현대문학,현대문학,매체 및 문학상,시,1
P0031,김경후,울려고 일어난 겁니다,문학과지성사,문학과지성 시인선,556,2022,1998,현대문학,현대문학,매체 및 문학상,시,4
P0031,김경후,"오르간, 파이프, 선인장",창비,창비시선,412,2017,1998,현대문학,현대문학,매체 및 문학상,시,3
P0031,김경후,열두 겹의 자정,문학동네,문학동네 시인선,19,2012,1998,현대문학,현대문학,매체 및 문학상,시,1
P0031,김경후,그날 말이 돌아오지 않는다,민음사,민음의 시,101,2001,1998,현대문학,현대문학,매체 및 문학상,시,8
P0014,고형렬,밤 미시령,창비,창비시선,260,2006,1979,현대문학,현대문학,매체 및 문학상,시,1
P0014,고형렬,김포 운호가든집에서,창비,창비시선,212,2001,1979,현대문학,현대문학,매체 및 문학상,시,1
P0259,이상협,사람은 모두 울고 난 얼굴,민음사,민음의 시,247,2018,2012,현대문학 신인상,현대문학,신인상,시,1
P0410,황인찬,이걸 내 마음이라고 하자,문학동네,문학동네 시인선,194,2023,2010,현대문학 신인추천,현대문학,신인상,시,2
P0410,황인찬,희지의 세계,민음사,민음의 시,214,2015,2010,현대문학 신인추천,현대문학,신인상,시,4
P0410,황인찬,구관조 씻기기,민음사,민음의 시,189,2012,2010,현대문학 신인추천,현대문학,신인상,시,2
P0396,한인준,아름다운 그런데,창비,창비시선,409,2017,2013,현대문학 신인추천,현대문학,신인상,시,1
P0339,정재율,몸과 마음을 산뜻하게,민음사,민음의 시,298,2022,2019,현대문학 신인추천,현대문학,신인상,시,4
P0332,정다연,서로에게 기대서 끝까지,창비,창비시선,464,2021,2015,현대문학 신인추천,현대문학,신인상,시,5
P0290,이장욱,내 잠속의 모래산,민음사,민음의 시,111,2002,1994,현대문학 신인추천,현대문학,신인상,시,3
P0219,유선혜,사랑과 멸종을 바꿔 읽어보십시오,문학과지성사,문학과지성 시인선,608,2024,2022,현대문학 신인추천,현대문학,신인상,시,3
P0212,여세실,휴일에 하는 용서,창비,창비시선,487,2023,2021,현대문학 신인추천,현대문학,신인상,시,4
P0177,송승언,사랑과 교육,민음사,민음의 시,260,2019,2011,현대문학 신인추천,현대문학,신인상,시,4
P0177,송승언,철과 오크,문학과지성사,문학과지성 시인선,464,2015,2011,현대문학 신인추천,현대문학,신인상,시,3
P0061,김승일,여기까지 인용하세요,문학과지성사,문학과지성 시인선,534,2019,2009,현대문학 신인추천,현대문학,신인상,시,2
P0061,김승일,에듀케이션,문학과지성사,문학과지성 시인선,410,2012,2009,현대문학 신인추천,현대문학,신인상,시,4
P0378,최서림,버들치,문학동네,문학동네 시인선,56,2014,1993,현대시,현대시,매체 및 문학상,시,11
P0361,주영중,결코 안녕인 세계,민음사,민음의 시,212,2015,2007,현대시,현대시,매체 및 문학상,시,2
P0359,조혜은,눈 내리는 체육관,민음사,민음의 시,300,2022,2008,현대시,현대시,매체 및 문학상,시,5
P0359,조혜은,구두코,민음사,민음의 시,190,2012,2008,현대시,현대시,매체 및 문학상,시,3
P0343,정한아,울프 노트,문학과지성사,문학과지성 시인선,509,2018,2006,현대시,현대시,매체 및 문학상,시,2
P0343,정한아,어른스런 입맞춤,문학동네,문학동네 시인선,7,2011,2006,현대시,현대시,매체 및 문학상,시,1
P0291,이재훈,생물학적인 눈물,문학동네,문학동네 시인선,166,2021,1998,현대시,현대시,매체 및 문학상,시,9
P0291,이재훈,벌레 신화,민음사,민음의 시,225,2016,1998,현대시,현대시,매체 및 문학상,시,2
P0291,이재훈,명왕성 되다,민음사,민음의 시,175,2011,1998,현대시,현대시,매체 및 문학상,시,17
P0289,이이체,인간이 버린 사랑,문학과지성사,문학과지성 시인선,482,2016,2008,현대시,현대시,매체 및 문학상,시,3
P0289,이이체,죽은 눈을 위한 송가,문학과지성사,문학과지성 시인선,406,2011,2008,현대시,현대시,매체 및 문학상,시,24
P0254,이민하,미기후,문학과지성사,문학과지성 시인선,553,2021,2000,현대시,현대시,매체 및 문학상,시,7
P0254,이민하,세상의 모든 비밀,문학과지성사,문학과지성 시인선,475,2015,2000,현대시,현대시,매체 및 문학상,시,15
P0254,이민하,모조 숲,민음사,민음의 시,187,2012,2000,현대시,현대시,매체 및 문학상,시,10
P0254,이민하,음악처럼 스캔들처럼,문학과지성사,문학과지성 시인선,347,2008,2000,현대시,현대시,매체 및 문학상,시,8
P0145,박진성,식물의 밤,문학과지성사,문학과지성 시인선,451,2014,2001,현대시,현대시,매체 및 문학상,시,5
P0081,김재혁,딴생각,민음사,민음의 시,196,2013,1994,현대시,현대시,매체 및 문학상,시,21
P0081,김재혁,아버지의 도장,민음사,민음의 시,138,2007,1994,현대시,현대시,매체 및 문학상,시,11
P0074,김유태,그 일 말고는 아무 일도 일어나지 않았다,문학동네,문학동네 시인선,161,2021,2018,현대시,현대시,매체 및 문학상,시,11
P0063,김안,Mazeppa,문학과지성사,문학과지성 시인선,597,2024,2004,현대시,현대시,매체 및 문학상,시,16
P0063,김안,아무는 밤,민음사,민음의 시,259,2019,2004,현대시,현대시,매체 및 문학상,시,10
P0063,김안,오빠생각,문학동네,문학동네 시인선,9,2011,2004,현대시,현대시,매체 및 문학상,시,23
P0133,박승열,감자가 나를 보고 있었다,문학동네,문학동네 시인선,175,2022,2018,현대시 신인문학상,현대시,신인상,시,4
P0268,이소호,홈 스위트 홈,문학과지성사,문학과지성 시인선,582,2023,2014,현대시 신인상,현대시,신인상,시,11
P0268,이소호,캣콜링,민음사,민음의 시,253,2018,2014,현대시 신인상,현대시,신인상,시,5
P0215,오은,없음의 대명사,문학과지성사,문학과지성 시인선,585,2023,2002,현대시 신인상,현대시,신인상,시,1
P0215,오은,유에서 유,문학과지성사,문학과지성 시인선,488,2016,2002,현대시 신인상,현대시,신인상,시,2
P0215,오은,우리는 분위기를 사랑해,문학동네,문학동네 시인선,38,2013,2002,현대시 신인상,현대시,신인상,시,2
P0215,오은,호텔 타셀의 돼지들,민음사,민음의 시,152,2009,2002,현대시 신인상,현대시,신인상,시,7
P0305,이현호,아름다웠던 사람의 이름은 혼자,문학동네,문학동네 시인선,111,2018,2007,현대시 신인추천,현대시,신인상,시,5
P0305,이현호,라이터 좀 빌립시다,문학동네,문학동네 시인선,55,2014,2007,현대시 신인추천,현대시,신인상,시,2
P0166,서윤후,무한한 밤 홀로 미러볼 켜네,문학동네,문학동네 시인선,155,2021,2009,현대시 신인추천,현대시,신인상,시,7
P0166,서윤후,어느 누구의 모든 동생,민음사,민음의 시,221,2016,2009,현대시 신인추천,현대시,신인상,시,9
P0084,김종연,월드,민음사,민음의 시,305,2022,2011,현대시 신인추천,현대시,신인상,시,2
P0084,김종연,검은 양 세기,민음사,민음의 시,329,2024,2011,현대시 신인추천,현대시,신인상,시,2
P0146,박찬일,모자나무,민음사,민음의 시,135,2006,1993,현대시사상,현대시사상,매체 및 문학상,시,1
P0146,박찬일,나는 푸른 트럭을 탔다,민음사,민음의 시,113,2002,1993,현대시사상,현대시사상,매체 및 문학상,시,2
P0058,김소연,촉진하는 밤,문학과지성사,문학과지성 시인선,589,2023,1993,현대시사상,현대시사상,매체 및 문학상,시,2
P0058,김소연,수학자의 아침,문학과지성사,문학과지성 시인선,437,2013,1993,현대시사상,현대시사상,매체 및 문학상,시,3
P0058,김소연,눈물이라는 뼈,문학과지성사,문학과지성 시인선,369,2009,1993,현대시사상,현대시사상,매체 및 문학상,시,2
P0058,김소연,빛들의 피곤이 밤을 끌어당긴다,민음사,민음의 시,131,2006,1993,현대시사상,현대시사상,매체 및 문학상,시,4
P0096,김현서,나는 커서,문학동네,문학동네 시인선,81,2016,1996,현대시사상 신인문학상,현대시사상,신인상,시,1
P0307,이홍섭,터미널,문학동네,문학동네 시인선,6,2011,1990,현대시세계,현대시세계,매체 및 문학상,시,2
P0005,강정,귀신,문학동네,문학동네 시인선,60,2014,1992,현대시세계 가을호,현대시세계,매체 및 문학상,시,1
P0005,강정,키스,문학과지성사,문학과지성 시인선,353,2008,1992,현대시세계 가을호,현대시세계,매체 및 문학상,시,2
P0402,허연,당신은 언제 노래가 되지,문학과지성사,문학과지성 시인선,542,2020,1991,현대시세계 신인상,현대시세계,신인상,시,1
P0402,허연,오십 미터,문학과지성사,문학과지성 시인선,478,2016,1991,현대시세계 신인상,현대시세계,신인상,시,5
P0402,허연,내가 원하는 천사,문학과지성사,문학과지성 시인선,411,2012,1991,현대시세계 신인상,현대시세계,신인상,시,7
P0384,최정례,빛그물,창비,창비시선,451,2020,1990,현대시학,현대시학,매체 및 문학상,시,7
P0384,최정례,개천의 용의 홈타운,창비,창비시선,383,2015,1990,현대시학,현대시학,매체 및 문학상,시,8
P0384,최정례,캥거루는 캥거루고 나는 나인데,문학과지성사,문학과지성 시인선,403,2011,1990,현대시학,현대시학,매체 및 문학상,시,5
P0384,최정례,레바논 감정,문학과지성사,문학과지성 시인선,318,2006,1990,현대시학,현대시학,매체 및 문학상,시,1
P0380,최승호,방부제가 썩는 나라,문학과지성사,문학과지성 시인선,514,2018,1977,현대시학,현대시학,매체 및 문학상,시,1
P0302,이하석,연애 간,문학과지성사,문학과지성 시인선,470,2015,1971,현대시학,현대시학,매체 및 문학상,시,4
P0270,이수정,나는 네 번 태어난 기억이 있다,문학동네,문학동네 시인선,107,2018,2001,현대시학,현대시학,매체 및 문학상,시,5
P0261,이선영,포도알이 남기는 미래,창비,창비시선,304,2009,1990,현대시학,현대시학,매체 및 문학상,시,1
P0253,이문숙,천둥을 쪼개고 씨앗을 심다,창비,창비시선,251,2005,1991,현대시학,현대시학,매체 및 문학상,시,2
P0242,이규리,최선은 그런 것이에요,문학동네,문학동네 시인선,54,2014,1994,현대시학,현대시학,매체 및 문학상,시,1
P0197,심언주,처음인 양,문학동네,문학동네 시인선,182,2022,2004,현대시학,현대시학,매체 및 문학상,시,6
P0197,심언주,비는 염소를 몰고 올 수 있을까,민음사,민음의 시,210,2015,2004,현대시학,현대시학,매체 및 문학상,시,6
P0197,심언주,"4월아, 미안하다",민음사,민음의 시,139,2007,2004,현대시학,현대시학,매체 및 문학상,시,1
P0195,신현림,7초 간의 포옹,민음사,민음의 시,267,2020,1990,현대시학,현대시학,매체 및 문학상,시,1
P0171,성미정,읽자마자 잊혀져버려도,문학동네,문학동네 시인선,8,2011,1994,현대시학,현대시학,매체 및 문학상,시,5
P0171,성미정,사랑은 야채 같은 것,민음사,민음의 시,115,2003,1994,현대시학,현대시학,매체 및 문학상,시,16
P0126,박서영,연인들은 부지런히 서로를 잊으리라,문학동네,문학동네 시인선,118,2019,1995,현대시학,현대시학,매체 및 문학상,시,4
P0073,김유림,별세계,창비,창비시선,474,2022,2016,현대시학,현대시학,매체 및 문학상,시,12
P0073,김유림,세 개 이상의 모형,문학과지성사,문학과지성 시인선,544,2021,2016,현대시학,현대시학,매체 및 문학상,시,45
P0189,신성희,당신은 오늘도 커다랗게 입을 찢으며 웃고 있습니까,민음사,민음의 시,303,2022,2016,현대시학 신인상,현대시학,신인상,시,13
P0065,김언희,보고 싶은 오빠,창비,창비시선,396,2016,1989,현대시학 신인상,현대시학,신인상,시,17
P0065,김언희,요즘 우울하십니까?,문학동네,문학동네 시인선,4,2011,1989,현대시학 신인상,현대시학,신인상,시,20
P0065,김언희,뜻밖의 대답,민음사,민음의 시,125,2005,1989,현대시학 신인상,현대시학,신인상,시,20
P0065,김언희,말라죽은 앵두나무 아래 잠자는 저 여자,민음사,민음의 시,95,2000,1989,현대시학 신인상,현대시학,신인상,시,11
P0065,김언희,호랑말코,문학과지성사,문학과지성 시인선,610,2024,1989,현대시학 신인상,현대시학,신인상,시,10
P0023,권창섭,고양이 게스트하우스 한국어,창비,창비시선,460,2021,2015,현대시학 신인상,현대시학,신인상,시,2
P0371,천수호,빛의 체인,민음사,민음의 시,307,2023,2003,조선일보 신춘문예,조선일보 신춘문예,신춘문예,시,3
P0276,이영유,검객의 칼끝,문학과지성사,문학과지성 시인선,272,2002,1994,작가세계 신인상 (겨울호),작가세계,신인상,시,2
P0269,이수명,도시가스,문학과지성사,문학과지성 시인선,566,2022,1994,작가세계 신인상 (겨울호),작가세계,신인상,시,10
P0054,김선재,목성에서의 하루,문학과지성사,문학과지성 시인선,518,2018,2007,현대문학,현대문학,매체 및 문학상,시,4
